t,x,y,z
42240,3028.400,5796.311,-2016.838
42270,2875.158,5813.132,-2186.127
42300,2718.697,5823.445,-2352.962
42330,2559.193,5827.237,-2517.154
42360,2396.823,5824.507,-2678.521
42390,2231.771,5815.258,-2836.882
42420,2064.221,5799.501,-2992.059
42450,1894.363,5777.257,-3143.880
42480,1722.385,5748.550,-3292.174
42510,1548.481,5713.415,-3436.776
42540,1372.846,5671.892,-3577.524
42570,1195.676,5624.028,-3714.262
42600,1017.170,5569.878,-3846.837
42630,837.527,5509.504,-3975.101
42660,656.949,5442.975,-4098.911
42690,475.636,5370.366,-4218.130
42720,293.792,5291.759,-4332.624
42750,111.621,5207.242,-4442.267
42780,-70.676,5116.913,-4546.936
42810,-252.893,5020.871,-4646.516
42840,-434.828,4919.226,-4740.894
42870,-616.279,4812.092,-4829.968
42900,-797.041,4699.589,-4913.638
42930,-976.914,4581.843,-4991.810
42960,-1155.698,4458.986,-5064.399
42990,-1333.192,4331.156,-5131.323
43020,-1509.200,4198.497,-5192.509
43050,-1683.526,4061.156,-5247.890
43080,-1855.974,3919.287,-5297.402
43110,-2026.353,3773.049,-5340.992
43140,-2194.473,3622.605,-5378.612
43170,-2360.148,3468.124,-5410.219
43200,-2523.191,3309.776,-5435.780
43230,-2683.423,3147.740,-5455.264
43260,-2840.664,2982.196,-5468.652
43290,-2994.739,2813.328,-5475.928
43320,-3145.476,2641.325,-5477.084
43350,-3292.708,2466.378,-5472.119
43380,-3436.271,2288.683,-5461.038
43410,-3576.004,2108.437,-5443.853
43440,-3711.751,1925.841,-5420.584
43470,-3843.362,1741.099,-5391.257
43500,-3970.688,1554.416,-5355.903
43530,-4093.589,1366.000,-5314.562
43560,-4211.926,1176.061,-5267.280
43590,-4325.567,984.811,-5214.109
43620,-4434.385,792.464,-5155.108
43650,-4538.259,599.232,-5090.342
43680,-4637.071,405.333,-5019.883
43710,-4730.712,210.981,-4943.809
43740,-4819.075,16.394,-4862.205
43770,-4902.062,-178.211,-4775.161
43800,-4979.579,-372.618,-4682.773
43830,-5051.538,-566.608,-4585.145
43860,-5117.859,-759.967,-4482.385
43890,-5178.467,-952.476,-4374.606
43920,-5233.293,-1143.923,-4261.929
43950,-5282.274,-1334.091,-4144.479
43980,-5325.356,-1522.770,-4022.386
44010,-5362.487,-1709.748,-3895.788
44040,-5393.627,-1894.815,-3764.824
44070,-5418.740,-2077.764,-3629.640
44100,-5437.795,-2258.391,-3490.388
44130,-5450.770,-2436.493,-3347.222
44160,-5457.650,-2611.870,-3200.303
44190,-5458.426,-2784.326,-3049.794
44220,-5453.096,-2953.667,-2895.864
44250,-5441.664,-3119.704,-2738.684
44280,-5424.143,-3282.249,-2578.431
44310,-5400.550,-3441.120,-2415.284
44340,-5370.911,-3596.139,-2249.426
44370,-5335.258,-3747.131,-2081.041
44400,-5293.630,-3893.927,-1910.319
44430,-5246.073,-4036.361,-1737.452
44460,-5192.639,-4174.273,-1562.632
44490,-5133.386,-4307.508,-1386.057
44520,-5068.380,-4435.916,-1207.924
44550,-4997.694,-4559.351,-1028.433
44580,-4921.405,-4677.676,-847.786
44610,-4839.598,-4790.756,-666.186
44640,-4752.365,-4898.465,-483.837
44670,-4659.803,-5000.680,-300.944
44700,-4562.014,-5097.287,-117.712
44730,-4459.108,-5188.176,65.652
44760,-4351.200,-5273.245,248.942
44790,-4238.410,-5352.399,431.953
44820,-4120.865,-5425.546,614.477
44850,-3998.696,-5492.606,796.310
44880,-3872.040,-5553.503,977.246
44910,-3741.038,-5608.168,1157.083
44940,-3605.839,-5656.538,1335.618
44970,-3466.592,-5698.560,1512.650
45000,-3323.455,-5734.187,1687.979
45030,-3176.587,-5763.377,1861.408
45060,-3026.154,-5786.099,2032.742
45090,-2872.325,-5802.327,2201.788
45120,-2715.271,-5812.042,2368.355
45150,-2555.170,-5815.233,2532.257
45180,-2392.201,-5811.897,2693.309
45210,-2226.547,-5802.039,2851.329
45240,-2058.394,-5785.668,3006.140
45270,-1887.931,-5762.804,3157.568
45300,-1715.349,-5733.472,3305.442
45330,-1540.842,-5697.706,3449.596
45360,-1364.606,-5655.547,3589.868
45390,-1186.839,-5607.040,3726.100
45420,-1007.739,-5552.243,3858.139
45450,-827.510,-5491.215,3985.837
45480,-646.351,-5424.026,4109.050
45510,-464.468,-5350.752,4227.641
45540,-282.063,-5271.476,4341.475
45570,-99.342,-5186.285,4450.425
45600,83.490,-5095.278,4554.369
45630,266.229,-4998.555,4653.190
45660,448.669,-4896.225,4746.777
45690,630.605,-4788.405,4835.026
45720,811.835,-4675.215,4917.837
45750,992.154,-4556.781,4995.117
45780,1171.361,-4433.238,5066.781
45810,1349.254,-4304.724,5132.747
45840,1525.634,-4171.384,5192.941
45870,1700.304,-4033.366,5247.297
45900,1873.068,-3890.827,5295.753
45930,2043.731,-3743.926,5338.256
45960,2212.104,-3592.827,5374.757
45990,2377.996,-3437.701,5405.215
46020,2541.223,-3278.721,5429.597
46050,2701.601,-3116.065,5447.876
46080,2858.951,-2949.917,5460.030
46110,3013.095,-2780.462,5466.047
46140,3163.863,-2607.890,5465.919
46170,3311.084,-2432.395,5459.646
46200,3454.593,-2254.173,5447.236
46230,3594.229,-2073.424,5428.703
46260,3729.837,-1890.351,5404.067
46290,3861.264,-1705.159,5373.356
46320,3988.361,-1518.055,5336.604
46350,4110.988,-1329.250,5293.853
46380,4229.006,-1138.954,5245.149
46410,4342.282,-947.381,5190.549
46440,4450.690,-754.746,5130.112
46470,4554.107,-561.265,5063.908
46500,4652.418,-367.155,4992.009
46530,4745.513,-172.632,4914.496
46560,4833.285,22.083,4831.457
46590,4915.637,216.775,4742.984
46620,4992.476,411.223,4649.176
46650,5063.716,605.209,4550.140
46680,5129.276,798.517,4445.985
46710,5189.082,990.929,4336.829
46740,5243.067,1182.230,4222.794
46770,5291.171,1372.204,4104.008
46800,5333.338,1560.639,3980.606
46830,5369.521,1747.323,3852.724
46860,5399.679,1932.046,3720.507
46890,5423.779,2114.602,3584.104
46920,5441.792,2294.785,3443.667
46950,5453.698,2472.392,3299.355
46980,5459.484,2647.225,3151.330
47010,5459.143,2819.086,2999.758
47040,5452.675,2987.784,2844.810
47070,5440.087,3153.128,2686.660
47100,5421.394,3314.934,2525.486
47130,5396.615,3473.019,2361.470
47160,5365.779,3627.205,2194.795
47190,5328.921,3777.321,2025.650
47220,5286.081,3923.197,1854.225
47250,5237.309,4064.669,1680.713
47280,5182.658,4201.579,1505.310
47310,5122.191,4333.774,1328.212
47340,5055.975,4461.105,1149.619
47370,4984.084,4583.429,969.733
47400,4906.601,4700.610,788.755
47430,4823.612,4812.516,606.889
47460,4735.210,4919.023,424.341
47490,4641.496,5020.010,241.315
47520,4542.574,5115.365,58.018
47550,4438.557,5204.982,-125.345
47580,4329.561,5288.761,-308.566
47610,4215.709,5366.608,-491.441
47640,4097.130,5438.437,-673.763
47670,3973.956,5504.167,-855.327
47700,3846.328,5563.727,-1035.930
47730,3714.387,5617.050,-1215.368
47760,3578.284,5664.077,-1393.440
47790,3438.170,5704.757,-1569.946
47820,3294.204,5739.045,-1744.688
47850,3146.547,5766.903,-1917.470
47880,2995.366,5788.302,-2088.098
47910,2840.831,5803.218,-2256.381
47940,2683.114,5811.636,-2422.131
47970,2522.394,5813.548,-2585.161
48000,2358.851,5808.953,-2745.289
48030,2192.667,5797.857,-2902.337
48060,2024.031,5780.274,-3056.128
48090,1853.130,5756.225,-3206.490
48120,1680.156,5725.738,-3353.256
48150,1505.304,5688.848,-3496.262
48180,1328.769,5645.598,-3635.348
48210,1150.748,5596.037,-3770.359
48240,971.441,5540.222,-3901.144
48270,791.049,5478.217,-4027.558
48300,609.773,5410.091,-4149.460
48330,427.816,5335.923,-4266.713
48360,245.382,5255.796,-4379.189
48390,62.673,5169.800,-4486.761
48420,-120.106,5078.034,-4589.310
48450,-302.750,4980.599,-4686.722
48480,-485.057,4877.605,-4778.889
48510,-666.823,4769.170,-4865.708
48540,-847.844,4655.413,-4947.084
48570,-1027.920,4536.463,-5022.925
48600,-1206.849,4412.454,-5093.148
48630,-1384.433,4283.523,-5157.675
48660,-1560.472,4149.816,-5216.435
48690,-1734.772,4011.483,-5269.362
48720,-1907.138,3868.676,-5316.397
48750,-2077.378,3721.558,-5357.489
48780,-2245.302,3570.290,-5392.593
48810,-2410.723,3415.044,-5421.668
48840,-2573.457,3255.990,-5444.684
48870,-2733.324,3093.309,-5461.614
48900,-2890.144,2927.179,-5472.440
48930,-3043.743,2757.788,-5477.151
48960,-3193.950,2585.323,-5475.739
48990,-3340.598,2409.976,-5468.208
49020,-3483.522,2231.944,-5454.566
49050,-3622.564,2051.425,-5434.828
49080,-3757.569,1868.619,-5409.014
49110,-3888.385,1683.731,-5377.156
49140,-4014.868,1496.965,-5339.286
49170,-4136.875,1308.531,-5295.448
49200,-4254.270,1118.638,-5245.689
49230,-4366.921,927.498,-5190.066
49260,-4474.704,735.324,-5128.638
49290,-4577.496,542.330,-5061.476
49320,-4675.184,348.731,-4988.653
49350,-4767.656,154.743,-4910.249
49380,-4854.810,-39.418,-4826.352
49410,-4936.547,-233.535,-4737.055
49440,-5012.776,-427.391,-4642.457
49470,-5083.409,-620.770,-4542.663
49500,-5148.369,-813.456,-4437.783
49530,-5207.580,-1005.234,-4327.935
49560,-5260.976,-1195.889,-4213.241
49590,-5308.497,-1385.209,-4093.828
49620,-5350.088,-1572.981,-3969.828
49650,-5385.701,-1758.996,-3841.381
49680,-5415.296,-1943.046,-3708.630
49710,-5438.839,-2124.923,-3571.721
49740,-5456.301,-2304.425,-3430.808
49770,-5467.662,-2481.351,-3286.049
49800,-5472.909,-2655.502,-3137.604
49830,-5472.034,-2826.682,-2985.639
49860,-5465.037,-2994.700,-2830.325
49890,-5451.925,-3159.366,-2671.835
49920,-5432.711,-3320.497,-2510.346
49950,-5407.415,-3477.911,-2346.040
49980,-5376.066,-3631.431,-2179.099
50010,-5338.696,-3780.884,-2009.711
50040,-5295.347,-3926.103,-1838.065
50070,-5246.066,-4066.924,-1664.355
50100,-5190.907,-4203.188,-1488.775
50130,-5129.932,-4334.743,-1311.522
50160,-5063.207,-4461.439,-1132.795
50190,-4990.807,-4583.134,-952.795
50220,-4912.812,-4699.692,-771.724
50250,-4829.308,-4810.980,-589.784
50280,-4740.389,-4916.873,-407.182
50310,-4646.154,-5017.252,-224.121
50340,-4546.708,-5112.004,-40.809
50370,-4442.161,-5201.021,142.549
50400,-4332.631,-5284.204,325.747
50430,-4218.241,-5361.458,508.579
50460,-4099.117,-5432.697,690.838
50490,-3975.393,-5497.839,872.320
50520,-3847.209,-5556.812,1052.820
50550,-3714.707,-5609.549,1232.135
50580,-3578.036,-5655.990,1410.064
50610,-3437.349,-5696.084,1586.406
50640,-3292.804,-5729.784,1760.962
50670,-3144.564,-5757.054,1933.536
50700,-2992.794,-5777.862,2103.934
50730,-2837.665,-5792.184,2271.963
50760,-2679.351,-5800.005,2437.435
50790,-2518.029,-5801.317,2600.164
50820,-2353.882,-5796.117,2759.966
50850,-2187.092,-5784.412,2916.662
50880,-2017.848,-5766.214,3070.075
50910,-1846.339,-5741.545,3220.032
50940,-1672.758,-5710.433,3366.366
50970,-1497.299,-5672.912,3508.911
51000,-1320.161,-5629.025,3647.508
51030,-1141.541,-5578.821,3781.999
51060,-961.640,-5522.358,3912.236
51090,-780.660,-5459.699,4038.070
51120,-598.805,-5390.914,4159.360
51150,-416.277,-5316.081,4275.972
51180,-233.283,-5235.284,4387.772
51210,-50.027,-5148.614,4494.637
51240,133.285,-5056.170,4596.446
51270,316.448,-4958.054,4693.085
51300,499.256,-4854.377,4784.445
51330,681.504,-4745.256,4870.424
51360,862.987,-4630.814,4950.926
51390,1043.503,-4511.179,5025.861
51420,1222.848,-4386.485,5095.144
51450,1400.823,-4256.873,5158.697
51480,1577.227,-4122.488,5216.451
51510,1751.862,-3983.481,5268.339
51540,1924.533,-3840.008,5314.304
51570,2095.047,-3692.230,5354.294
51600,2263.212,-3540.312,5388.265
51630,2428.840,-3384.426,5416.178
51660,2591.746,-3224.746,5438.003
51690,2751.746,-3061.451,5453.714
51720,2908.661,-2894.725,5463.295
51750,3062.316,-2724.753,5466.734
51780,3212.538,-2551.727,5464.028
51810,3359.158,-2375.841,5455.179
51840,3502.014,-2197.291,5440.199
51870,3640.943,-2016.279,5419.102
51900,3775.792,-1833.006,5391.914
51930,3906.407,-1647.678,5358.664
51960,4032.643,-1460.503,5319.390
51990,4154.358,-1271.691,5274.135
52020,4271.416,-1081.453,5222.951
52050,4383.685,-890.002,5165.894
52080,4491.038,-697.554,5103.029
52110,4593.356,-504.324,5034.426
52140,4690.523,-310.527,4960.161
52170,4782.431,-116.383,4880.319
52200,4868.975,77.892,4794.988
52230,4950.059,272.079,4704.265
52260,5025.591,465.961,4608.250
52290,5095.486,659.321,4507.053
52320,5159.666,851.942,4400.785
52350,5218.058,1043.606,4289.567
52380,5270.596,1234.100,4173.523
52410,5317.221,1423.209,4052.783
52440,5357.880,1610.722,3927.484
52470,5392.528,1796.427,3797.766
52500,5421.125,1980.117,3663.774
52530,5443.639,2161.584,3525.659
52560,5460.045,2340.626,3383.577
52590,5470.322,2517.041,3237.687
52620,5474.461,2690.632,3088.153
52650,5472.456,2861.203,2935.144
52680,5464.308,3028.562,2778.831
52710,5450.028,3192.523,2619.390
52740,5429.631,3352.900,2457.001
52770,5403.139,3509.513,2291.846
52800,5370.583,3662.188,2124.112
52830,5331.999,3810.752,1953.987
52860,5287.430,3955.039,1781.663
52890,5236.927,4094.887,1607.333
52920,5180.546,4230.139,1431.194
52950,5118.351,4360.643,1253.444
52980,5050.411,4486.254,1074.284
53010,4976.804,4606.830,893.914
53040,4897.612,4722.236,712.539
53070,4812.924,4832.343,530.362
53100,4722.836,4937.028,347.588
53130,4627.449,5036.174,164.423
53160,4526.871,5129.670,-18.927
53190,4421.214,5217.412,-202.256
53220,4310.599,5299.302,-385.357
53250,4195.150,5375.249,-568.025
53280,4074.996,5445.168,-750.054
53310,3950.273,5508.982,-931.240
53340,3821.122,5566.620,-1111.379
53370,3687.688,5618.018,-1290.268
53400,3550.120,5663.119,-1467.707
53430,3408.574,5701.875,-1643.497
53460,3263.210,5734.242,-1817.441
53490,3114.189,5760.185,-1989.343
53520,2961.681,5779.677,-2159.010
53550,2805.856,5792.697,-2326.253
53580,2646.890,5799.231,-2490.884
53610,2484.960,5799.273,-2652.718
53640,2320.250,5792.824,-2811.576
53670,2152.943,5779.893,-2967.278
53700,1983.227,5760.496,-3119.651
53730,1811.293,5734.655,-3268.525
53760,1637.333,5702.400,-3413.733
53790,1461.542,5663.770,-3555.113
53820,1284.118,5618.807,-3692.507
53850,1105.258,5567.565,-3825.763
53880,925.163,5510.101,-3954.731
53910,744.035,5446.480,-4079.268
53940,562.075,5376.775,-4199.236
53970,379.487,5301.065,-4314.500
54000,196.476,5219.435,-4424.932
54030,13.245,5131.978,-4530.411
54060,-170.000,5038.793,-4630.817
54090,-353.056,4939.983,-4726.041
54120,-535.718,4835.661,-4815.976
54150,-717.782,4725.943,-4900.522
54180,-899.045,4610.953,-4979.586
54210,-1079.305,4490.820,-5053.079
54240,-1258.362,4365.678,-5120.921
54270,-1436.015,4235.668,-5183.036
54300,-1612.067,4100.934,-5239.355
54330,-1786.322,3961.629,-5289.816
54360,-1958.586,3817.906,-5334.363
54390,-2128.666,3669.928,-5372.947
54420,-2296.373,3517.859,-5405.525
54450,-2461.521,3361.869,-5432.060
54480,-2623.925,3202.132,-5452.525
54510,-2783.405,3038.827,-5466.895
54540,-2939.783,2872.134,-5475.155
54570,-3092.884,2702.241,-5477.296
54600,-3242.539,2529.337,-5473.316
54630,-3388.580,2353.613,-5463.219
54660,-3530.844,2175.266,-5447.015
54690,-3669.174,1994.495,-5424.724
54720,-3803.413,1811.501,-5396.370
54750,-3933.414,1626.488,-5361.983
54780,-4059.030,1439.662,-5321.603
54810,-4180.121,1251.231,-5275.273
54840,-4296.552,1061.405,-5223.046
54870,-4408.192,870.396,-5164.978
54900,-4514.916,678.416,-5101.135
54930,-4616.606,485.679,-5031.587
54960,-4713.147,292.401,-4956.411
54990,-4804.430,98.797,-4875.691
55020,-4890.353,-94.918,-4789.515
55050,-4970.819,-288.527,-4697.981
55080,-5045.738,-481.813,-4601.188
55110,-5115.025,-674.562,-4499.246
55140,-5178.602,-866.558,-4392.266
55170,-5236.397,-1057.586,-4280.369
55200,-5288.344,-1247.433,-4163.678
55230,-5334.384,-1435.887,-4042.323
55260,-5374.465,-1622.737,-3916.440
55290,-5408.541,-1807.774,-3786.168
55320,-5436.573,-1990.790,-3651.653
55350,-5458.527,-2171.581,-3513.045
55380,-5474.379,-2349.944,-3370.498
55410,-5484.110,-2525.680,-3224.171
55440,-5487.707,-2698.591,-3074.228
55470,-5485.165,-2868.482,-2920.837
55500,-5476.486,-3035.165,-2764.168
55530,-5461.678,-3198.451,-2604.398
55560,-5440.757,-3358.157,-2441.704
55590,-5413.745,-3514.103,-2276.268
55620,-5380.672,-3666.115,-2108.277
55650,-5341.572,-3814.021,-1937.918
55680,-5296.490,-3957.655,-1765.383
55710,-5245.474,-4096.855,-1590.863
55740,-5188.580,-4231.465,-1414.557
55770,-5125.872,-4361.333,-1236.661
55800,-5057.419,-4486.313,-1057.375
55830,-4983.297,-4606.264,-876.900
55860,-4903.588,-4721.050,-695.439
55890,-4818.380,-4830.543,-513.197
55920,-4727.769,-4934.619,-330.377
55950,-4631.856,-5033.160,-147.186
55980,-4530.747,-5126.056,36.171
56010,-4424.556,-5213.202,219.487
56040,-4313.400,-5294.499,402.557
56070,-4197.406,-5369.856,585.173
56100,-4076.701,-5439.187,767.131
56130,-3951.422,-5502.415,948.226
56160,-3821.709,-5559.469,1128.253
56190,-3687.707,-5610.283,1307.011
56220,-3549.565,-5654.800,1484.298
56250,-3407.441,-5692.971,1659.914
56280,-3261.491,-5724.752,1833.662
56310,-3111.881,-5750.108,2005.346
56340,-2958.778,-5769.010,2174.772
56370,-2802.354,-5781.437,2341.751
56400,-2642.785,-5787.374,2506.094
56430,-2480.249,-5786.816,2667.617
56460,-2314.930,-5779.762,2826.136
56490,-2147.012,-5766.222,2981.475
56520,-1976.685,-5746.210,3133.458
56550,-1804.139,-5719.749,3281.915
56580,-1629.569,-5686.869,3426.678
56610,-1453.170,-5647.607,3567.584
56640,-1275.140,-5602.007,3704.476
56670,-1095.679,-5550.122,3837.199
56700,-914.989,-5492.009,3965.605
56730,-733.273,-5427.734,4089.549
56760,-550.733,-5357.369,4208.891
56790,-367.576,-5280.994,4323.498
56820,-184.007,-5198.695,4433.242
56850,-0.231,-5110.565,4537.998
56880,183.545,-5016.702,4637.650
56910,367.116,-4917.212,4732.085
56940,550.274,-4812.207,4821.199
56970,732.815,-4701.806,4904.890
57000,914.535,-4586.132,4983.065
57030,1095.229,-4465.315,5055.636
57060,1274.695,-4339.491,5122.523
57090,1452.732,-4208.801,5183.649
57120,1629.140,-4073.393,5238.948
57150,1803.721,-3933.417,5288.355
57180,1976.280,-3789.032,5331.818
57210,2146.623,-3640.399,5369.286
57240,2314.560,-3487.685,5400.717
57270,2479.903,-3331.061,5426.077
57300,2642.465,-3170.703,5445.338
57330,2802.065,-3006.791,5458.477
57360,2958.524,-2839.508,5465.480
57390,3111.667,-2669.043,5466.339
57420,3261.322,-2495.585,5461.053
57450,3407.321,-2319.330,5449.628
57480,3549.500,-2140.475,5432.077
57510,3687.700,-1959.220,5408.419
57540,3821.767,-1775.770,5378.682
57570,3951.549,-1590.328,5342.897
57600,4076.901,-1403.104,5301.106
57630,4197.682,-1214.306,5253.355
57660,4313.757,-1024.147,5199.697
57690,4424.996,-832.840,5140.193
57720,4531.273,-640.599,5074.910
57750,4632.469,-447.640,5003.919
57780,4728.471,-254.178,4927.302
57810,4819.170,-60.432,4845.144
57840,4904.465,133.382,4757.537
57870,4984.259,327.047,4664.579
57900,5058.463,520.344,4566.374
57930,5126.993,713.058,4463.033
57960,5189.771,904.973,4354.672
57990,5246.729,1095.872,4241.411
58020,5297.800,1285.541,4123.379
58050,5342.927,1473.769,4000.708
58080,5382.060,1660.343,3873.536
58110,5415.154,1845.053,3742.004
58140,5442.171,2027.694,3606.263
58170,5463.082,2208.059,3466.463
58200,5477.862,2385.947,3322.761
58230,5486.494,2561.156,3175.321
58260,5488.969,2733.492,3024.307
58290,5485.284,2902.759,2869.888
58320,5475.442,3068.769,2712.240
58350,5459.454,3231.334,2551.539
58380,5437.339,3390.272,2387.966
58410,5409.121,3545.405,2221.705
58440,5374.832,3696.559,2052.943
58470,5334.510,3843.564,1881.871
58500,5288.200,3986.254,1708.680
58530,5235.955,4124.471,1533.567
58560,5177.834,4258.058,1356.727
58590,5113.901,4386.866,1178.360
58620,5044.229,4510.751,998.667
58650,4968.896,4629.574,817.850
58680,4887.988,4743.202,636.113
58710,4801.594,4851.508,453.660
58740,4709.814,4954.370,270.697
58770,4612.749,5051.674,87.429
58800,4510.509,5143.310,-95.938
58830,4403.211,5229.178,-279.196
58860,4290.973,5309.180,-462.141
58890,4173.924,5383.229,-644.565
58920,4052.194,5451.241,-826.265
58950,3925.921,5513.142,-1007.036
58980,3795.247,5568.862,-1186.675
59010,3660.319,5618.340,-1364.980
59040,3521.289,5661.521,-1541.751
59070,3378.313,5698.359,-1716.790
59100,3231.553,5728.813,-1889.899
59130,3081.172,5752.850,-2060.886
59160,2927.341,5770.443,-2229.558
59190,2770.232,5781.575,-2395.727
59220,2610.022,5786.235,-2559.206
59250,2446.890,5784.417,-2719.812
59280,2281.019,5776.126,-2877.365
59310,2112.596,5761.372,-3031.690
59340,1941.810,5740.173,-3182.614
59370,1768.852,5712.553,-3329.968
59400,1593.916,5678.545,-3473.588
59430,1417.198,5638.188,-3613.313
59460,1238.896,5591.528,-3748.988
59490,1059.208,5538.619,-3880.460
59520,878.338,5479.521,-4007.585
59550,696.486,5414.302,-4130.219
59580,513.856,5343.034,-4248.227
59610,330.652,5265.800,-4361.477
59640,147.079,5182.686,-4469.843
59670,-36.658,5093.785,-4573.205
59700,-220.354,4999.199,-4671.448
59730,-403.805,4899.034,-4764.463
59760,-586.805,4793.402,-4852.146
59790,-769.150,4682.422,-4934.400
59820,-950.637,4566.219,-5011.134
59850,-1131.063,4444.922,-5082.263
59880,-1310.229,4318.668,-5147.708
59910,-1487.933,4187.599,-5207.397
59940,-1663.978,4051.860,-5261.262
59970,-1838.168,3911.604,-5309.245
60000,-2010.309,3766.987,-5351.293
60030,-2180.209,3618.171,-5387.359
60060,-2347.679,3465.322,-5417.402
60090,-2512.532,3308.611,-5441.391
60120,-2674.585,3148.212,-5459.297
60150,-2833.657,2984.305,-5471.102
60180,-2989.571,2817.072,-5476.793
60210,-3142.153,2646.699,-5476.362
60240,-3291.233,2473.376,-5469.811
60270,-3436.646,2297.297,-5457.147
60300,-3578.228,2118.658,-5438.384
60330,-3715.822,1937.657,-5413.542
60360,-3849.275,1754.497,-5382.649
60390,-3978.437,1569.381,-5345.739
60420,-4103.164,1382.515,-5302.854
60450,-4223.317,1194.109,-5254.040
60480,-4338.761,1004.371,-5199.352
60510,-4449.367,813.513,-5138.850
60540,-4555.012,621.748,-5072.601
60570,-4655.577,429.289,-5000.678
60600,-4750.949,236.352,-4923.163
60630,-4841.020,43.151,-4840.139
60660,-4925.691,-150.098,-4751.700
60690,-5004.865,-343.180,-4657.944
60720,-5078.453,-535.878,-4558.974
60750,-5146.373,-727.979,-4454.901
60780,-5208.547,-919.266,-4345.841
60810,-5264.905,-1109.527,-4231.914
60840,-5315.383,-1298.549,-4113.247
60870,-5359.924,-1486.121,-3989.973
60900,-5398.476,-1672.032,-3862.229
60930,-5430.996,-1856.075,-3730.156
60960,-5457.446,-2038.043,-3593.903
60990,-5477.795,-2217.733,-3453.621
61020,-5492.019,-2394.943,-3309.466
61050,-5500.102,-2569.475,-3161.600
61080,-5502.032,-2741.133,-3010.187
61110,-5497.807,-2909.725,-2855.398
61140,-5487.431,-3075.060,-2697.404
61170,-5470.913,-3236.954,-2536.383
61200,-5448.271,-3395.225,-2372.515
61230,-5419.529,-3549.695,-2205.983
61260,-5384.719,-3700.189,-2036.974
61290,-5343.877,-3846.539,-1865.677
61320,-5297.050,-3988.581,-1692.284
61350,-5244.288,-4126.154,-1516.990
61380,-5185.649,-4259.103,-1339.991
61410,-5121.199,-4387.279,-1161.487
61440,-5051.009,-4510.538,-981.677
61470,-4975.156,-4628.740,-800.763
61500,-4893.725,-4741.752,-618.949
61530,-4806.806,-4849.447,-436.438
61560,-4714.497,-4951.704,-253.437
61590,-4616.900,-5048.407,-70.151
61620,-4514.124,-5139.447,113.214
61650,-4406.284,-5224.721,296.451
61680,-4293.501,-5304.134,479.355
61710,-4175.900,-5377.595,661.720
61740,-4053.613,-5445.022,843.340
61770,-3926.777,-5506.339,1024.012
61800,-3795.535,-5561.477,1203.530
61830,-3660.033,-5610.373,1381.694
61860,-3520.423,-5652.972,1558.303
61890,-3376.862,-5689.227,1733.159
61920,-3229.511,-5719.096,1906.063
61950,-3078.535,-5742.546,2076.822
61980,-2924.104,-5759.550,2245.243
62010,-2766.391,-5770.090,2411.137
62040,-2605.572,-5774.153,2574.317
62070,-2441.829,-5771.736,2734.600
62100,-2275.346,-5762.840,2891.805
62130,-2106.308,-5747.476,3045.754
62160,-1934.907,-5725.662,3196.276
62190,-1761.334,-5697.422,3343.201
62220,-1585.784,-5662.788,3486.363
62250,-1408.455,-5621.800,3625.602
62280,-1229.546,-5574.503,3760.760
62310,-1049.256,-5520.951,3891.687
62340,-867.790,-5461.204,4018.235
62370,-685.350,-5395.329,4140.262
62400,-502.141,-5323.402,4257.630
62430,-318.368,-5245.503,4370.209
62460,-134.239,-5161.719,4477.872
62490,50.041,-5072.146,4580.497
62520,234.265,-4976.883,4677.970
62550,418.226,-4876.038,4770.182
62580,601.718,-4769.725,4857.028
62610,784.536,-4658.062,4938.412
62640,966.473,-4541.177,5014.243
62670,1147.327,-4419.198,5084.435
62700,1326.894,-4292.265,5148.910
62730,1504.973,-4160.519,5207.595
62760,1681.366,-4024.109,5260.425
62790,1855.873,-3883.186,5307.340
62820,2028.299,-3737.911,5348.289
62850,2198.451,-3588.444,5383.225
62880,2366.139,-3434.955,5412.109
62910,2531.175,-3277.616,5434.909
62940,2693.372,-3116.602,5451.599
62970,2852.551,-2952.094,5462.161
63000,3008.532,-2784.278,5466.582
63030,3161.141,-2613.340,5464.858
63060,3310.206,-2439.473,5456.991
63090,3455.560,-2262.871,5442.990
63120,3597.041,-2083.732,5422.869
63150,3734.490,-1902.258,5396.653
63180,3867.752,-1718.651,5364.369
63210,3996.678,-1533.118,5326.055
63240,4121.123,-1345.865,5281.753
63270,4240.948,-1157.104,5231.513
63300,4356.018,-967.045,5175.390
63330,4466.204,-775.903,5113.449
63360,4571.383,-583.890,5045.757
63390,4671.435,-391.222,4972.392
63420,4766.249,-198.116,4893.435
63450,4855.718,-4.787,4808.975
63480,4939.741,188.547,4719.107
63510,5018.224,381.669,4623.930
63540,5091.079,574.363,4523.553
63570,5158.223,766.413,4418.087
63600,5219.580,957.604,4307.652
63630,5275.083,1147.720,4192.370
63660,5324.667,1336.548,4072.371
63690,5368.277,1523.877,3947.791
63720,5405.864,1709.497,3818.769
63750,5437.385,1893.198,3685.449
63780,5462.805,2074.774,3547.983
63810,5482.095,2254.023,3406.523
63840,5495.232,2430.742,3261.230
63870,5502.202,2604.733,3112.267
63900,5502.997,2775.800,2959.801
63930,5497.616,2943.752,2804.004
63960,5486.065,3108.401,2645.050
63990,5468.356,3269.560,2483.120
64020,5444.509,3427.049,2318.394
64050,5414.551,3580.692,2151.059
64080,5378.516,3730.316,1981.302
