t,x,y,z
133560,-3929.145,1752.429,-5325.125
133590,-4064.290,1573.679,-5279.293
133620,-4194.904,1393.174,-5227.559
133650,-4320.840,1211.115,-5169.979
133680,-4441.958,1027.706,-5106.618
133710,-4558.122,843.151,-5037.545
133740,-4669.202,657.656,-4962.838
133770,-4775.073,471.427,-4882.578
133800,-4875.616,284.672,-4796.856
133830,-4970.720,97.599,-4705.766
133860,-5060.275,-89.583,-4609.410
133890,-5144.183,-276.665,-4507.894
133920,-5222.347,-463.437,-4401.331
133950,-5294.681,-649.693,-4289.840
133980,-5361.101,-835.222,-4173.544
134010,-5421.534,-1019.819,-4052.574
134040,-5475.909,-1203.277,-3927.063
134070,-5524.166,-1385.390,-3797.152
134100,-5566.249,-1565.954,-3662.985
134130,-5602.109,-1744.769,-3524.712
134160,-5631.707,-1921.632,-3382.487
134190,-5655.007,-2096.347,-3236.470
134220,-5671.982,-2268.717,-3086.822
134250,-5682.612,-2438.549,-2933.711
134280,-5686.883,-2605.652,-2777.308
134310,-5684.790,-2769.840,-2617.788
134340,-5676.335,-2930.927,-2455.330
134370,-5661.524,-3088.733,-2290.116
134400,-5640.374,-3243.080,-2122.330
134430,-5612.907,-3393.795,-1952.160
134460,-5579.153,-3540.709,-1779.797
134490,-5539.149,-3683.656,-1605.435
134520,-5492.938,-3822.476,-1429.269
134550,-5440.571,-3957.012,-1251.497
134580,-5382.106,-4087.112,-1072.318
134610,-5317.608,-4212.631,-891.934
134640,-5247.148,-4333.427,-710.546
134670,-5170.804,-4449.364,-528.360
134700,-5088.661,-4560.311,-345.579
134730,-5000.811,-4666.144,-162.410
134760,-4907.351,-4766.742,20.942
134790,-4808.387,-4861.993,204.270
134820,-4704.027,-4951.789,387.368
134850,-4594.390,-5036.029,570.031
134880,-4479.597,-5114.618,752.052
134910,-4359.778,-5187.468,933.227
134940,-4235.065,-5254.496,1113.352
134970,-4105.600,-5315.627,1292.223
135000,-3971.527,-5370.792,1469.640
135030,-3832.996,-5419.929,1645.403
135060,-3690.162,-5462.982,1819.314
135090,-3543.187,-5499.904,1991.177
135120,-3392.235,-5530.652,2160.799
135150,-3237.475,-5555.192,2327.988
135180,-3079.081,-5573.497,2492.557
135210,-2917.231,-5585.545,2654.321
135240,-2752.107,-5591.325,2813.096
135270,-2583.893,-5590.828,2968.706
135300,-2412.779,-5584.056,3120.973
135330,-2238.958,-5571.018,3269.728
135360,-2062.623,-5551.726,3414.804
135390,-1883.974,-5526.204,3556.035
135420,-1703.210,-5494.481,3693.265
135450,-1520.536,-5456.592,3826.339
135480,-1336.155,-5412.580,3955.107
135510,-1150.275,-5362.494,4079.425
135540,-963.104,-5306.393,4199.152
135570,-774.853,-5244.337,4314.156
135600,-585.732,-5176.399,4424.305
135630,-395.954,-5102.653,4529.478
135660,-205.733,-5023.184,4629.555
135690,-15.280,-4938.080,4724.424
135720,175.189,-4847.438,4813.980
135750,365.463,-4751.359,4898.122
135780,555.326,-4649.951,4976.754
135810,744.566,-4543.329,5049.790
135840,932.972,-4431.612,5117.147
135870,1120.331,-4314.927,5178.750
135900,1306.434,-4193.402,5234.530
135930,1491.073,-4067.176,5284.424
135960,1674.039,-3936.391,5328.377
135990,1855.129,-3801.191,5366.338
136020,2034.139,-3661.731,5398.267
136050,2210.869,-3518.165,5424.126
136080,2385.119,-3370.655,5443.888
136110,2556.696,-3219.366,5457.529
136140,2725.407,-3064.469,5465.035
136170,2891.063,-2906.136,5466.398
136200,3053.478,-2744.545,5461.615
136230,3212.469,-2579.878,5450.692
136260,3367.860,-2412.318,5433.641
136290,3519.474,-2242.054,5410.481
136320,3667.144,-2069.277,5381.239
136350,3810.702,-1894.179,5345.947
136380,3949.987,-1716.958,5304.645
136410,4084.844,-1537.812,5257.378
136440,4215.121,-1356.942,5204.200
136470,4340.672,-1174.550,5145.170
136500,4461.356,-990.841,5080.354
136530,4577.036,-806.021,5009.826
136560,4687.585,-620.298,4933.664
136590,4792.876,-433.878,4851.953
136620,4892.791,-246.972,4764.785
136650,4987.220,-59.789,4672.257
136680,5076.054,127.461,4574.474
136710,5159.194,314.568,4471.546
136740,5236.547,501.323,4363.587
136770,5308.025,687.515,4250.719
136800,5373.548,872.935,4133.068
136830,5433.041,1057.376,4010.767
136860,5486.439,1240.631,3883.954
136890,5533.681,1422.494,3752.769
136920,5574.712,1602.760,3617.362
136950,5609.488,1781.228,3477.883
136980,5637.968,1957.696,3334.491
137010,5660.121,2131.968,3187.345
137040,5675.921,2303.847,3036.612
137070,5685.350,2473.139,2882.461
137100,5688.398,2639.656,2725.066
137130,5685.061,2803.210,2564.603
137160,5675.342,2963.618,2401.253
137190,5659.253,3120.699,2235.200
137220,5636.812,3274.277,2066.632
137250,5608.043,3424.179,1895.737
137280,5572.980,3570.238,1722.708
137310,5531.660,3712.289,1547.739
137340,5484.132,3850.174,1371.029
137370,5430.449,3983.737,1192.775
137400,5370.670,4112.829,1013.179
137430,5304.865,4237.305,832.443
137460,5233.105,4357.026,650.770
137490,5155.474,4471.858,468.364
137520,5072.057,4581.671,285.432
137550,4982.950,4686.344,102.178
137580,4888.252,4785.760,-81.191
137610,4788.071,4879.807,-264.468
137640,4682.519,4968.380,-447.448
137670,4571.715,5051.381,-629.925
137700,4455.785,5128.717,-811.693
137730,4334.858,5200.303,-992.548
137760,4209.072,5266.058,-1172.288
137790,4078.567,5325.911,-1350.710
137820,3943.491,5379.794,-1527.614
137850,3803.997,5427.649,-1702.801
137880,3660.240,5469.422,-1876.074
137910,3512.382,5505.068,-2047.241
137940,3360.591,5534.548,-2216.107
137970,3205.036,5557.831,-2382.485
138000,3045.893,5574.890,-2546.188
138030,2883.340,5585.709,-2707.033
138060,2717.560,5590.276,-2864.839
138090,2548.739,5588.587,-3019.431
138120,2377.066,5580.646,-3170.634
138150,2202.734,5566.463,-3318.281
138180,2025.939,5546.054,-3462.207
138210,1846.879,5519.443,-3602.250
138240,1665.754,5486.662,-3738.255
138270,1482.767,5447.749,-3870.070
138300,1298.123,5402.748,-3997.547
138330,1112.028,5351.710,-4120.546
138360,924.692,5294.694,-4238.928
138390,736.322,5231.764,-4352.563
138420,547.131,5162.992,-4461.323
138450,357.328,5088.456,-4565.089
138480,167.127,5008.240,-4663.744
138510,-23.261,4922.433,-4757.178
138540,-213.623,4831.134,-4845.290
138570,-403.747,4734.444,-4927.979
138600,-593.420,4632.472,-5005.155
138630,-782.431,4525.332,-5076.733
138660,-970.570,4413.146,-5142.631
138690,-1157.626,4296.038,-5202.779
138720,-1343.392,4174.139,-5257.109
138750,-1527.659,4047.586,-5305.561
138780,-1710.223,3916.521,-5348.080
138810,-1890.881,3781.090,-5384.621
138840,-2069.431,3641.444,-5415.143
138870,-2245.675,3497.739,-5439.611
138900,-2419.415,3350.135,-5458.000
138930,-2590.459,3198.798,-5470.288
138960,-2758.615,3043.895,-5476.461
138990,-2923.697,2885.600,-5476.514
139020,-3085.521,2724.089,-5470.446
139050,-3243.905,2559.541,-5458.264
139080,-3398.674,2392.141,-5439.980
139110,-3549.655,2222.075,-5415.617
139140,-3696.680,2049.532,-5385.199
139170,-3839.583,1874.704,-5348.762
139200,-3978.206,1697.786,-5306.345
139230,-4112.395,1518.976,-5257.996
139260,-4241.998,1338.472,-5203.767
139290,-4366.870,1156.475,-5143.720
139320,-4486.873,973.189,-5077.920
139350,-4601.872,788.818,-5006.440
139380,-4711.737,603.566,-4929.360
139410,-4816.347,417.641,-4846.766
139440,-4915.582,231.250,-4758.748
139470,-5009.331,44.601,-4665.405
139500,-5097.490,-142.097,-4566.840
139530,-5179.959,-328.637,-4463.163
139560,-5256.644,-514.811,-4354.488
139590,-5327.459,-700.409,-4240.938
139620,-5392.324,-885.225,-4122.637
139650,-5451.166,-1069.052,-3999.718
139680,-5503.917,-1251.684,-3872.318
139710,-5550.518,-1432.918,-3740.579
139740,-5590.915,-1612.551,-3604.646
139770,-5625.062,-1790.380,-3464.673
139800,-5652.919,-1966.208,-3320.815
139830,-5674.455,-2139.837,-3173.232
139860,-5689.643,-2311.072,-3022.090
139890,-5698.465,-2479.722,-2867.557
139920,-5700.912,-2645.597,-2709.807
139950,-5696.977,-2808.511,-2549.015
139980,-5686.666,-2968.281,-2385.362
140010,-5669.987,-3124.728,-2219.030
140040,-5646.960,-3277.676,-2050.207
140070,-5617.607,-3426.953,-1879.081
140100,-5581.962,-3572.391,-1705.844
140130,-5540.062,-3713.826,-1530.690
140160,-5491.955,-3851.099,-1353.816
140190,-5437.692,-3984.057,-1175.421
140220,-5377.334,-4112.549,-995.704
140250,-5310.948,-4236.430,-814.868
140280,-5238.606,-4355.561,-633.116
140310,-5160.391,-4469.808,-450.652
140340,-5076.388,-4579.042,-267.681
140370,-4986.691,-4683.140,-84.408
140400,-4891.400,-4781.985,98.959
140430,-4790.622,-4875.465,282.214
140460,-4684.469,-4963.474,465.153
140490,-4573.059,-5045.915,647.567
140520,-4456.518,-5122.693,829.254
140550,-4334.976,-5193.723,1010.006
140580,-4208.569,-5258.924,1189.623
140610,-4077.438,-5318.222,1367.900
140640,-3941.731,-5371.552,1544.638
140670,-3801.599,-5418.852,1719.637
140700,-3657.201,-5460.071,1892.700
140730,-3508.698,-5495.160,2063.633
140760,-3356.256,-5524.082,2232.243
140790,-3200.046,-5546.802,2398.341
140820,-3040.245,-5563.297,2561.738
140850,-2877.032,-5573.547,2722.253
140880,-2710.589,-5577.542,2879.703
140910,-2541.103,-5575.276,3033.911
140940,-2368.766,-5566.752,3184.705
140970,-2193.770,-5551.981,3331.915
141000,-2016.312,-5530.978,3475.374
141030,-1836.591,-5503.769,3614.922
141060,-1654.810,-5470.383,3750.402
141090,-1471.171,-5430.859,3881.662
141120,-1285.881,-5385.240,4008.554
141150,-1099.149,-5333.580,4130.935
141180,-911.183,-5275.935,4248.668
141210,-722.196,-5212.371,4361.622
141240,-532.398,-5142.960,4469.668
141270,-342.002,-5067.779,4572.687
141300,-151.224,-4986.914,4670.561
141330,39.725,-4900.455,4763.182
141360,230.628,-4808.501,4850.446
141390,421.274,-4711.153,4932.255
141420,611.447,-4608.522,5008.516
141450,800.934,-4500.723,5079.145
141480,989.522,-4387.877,5144.062
141510,1177.002,-4270.110,5203.196
141540,1363.161,-4147.557,5256.478
141570,1547.792,-4020.352,5303.850
141600,1730.688,-3888.641,5345.259
141630,1911.644,-3752.569,5380.658
141660,2090.456,-3612.291,5410.008
141690,2266.925,-3467.963,5433.276
141720,2440.852,-3319.747,5450.435
141750,2612.043,-3167.810,5461.467
141780,2780.306,-3012.321,5466.359
141810,2945.452,-2853.456,5465.106
141840,3107.296,-2691.391,5457.709
141870,3265.657,-2526.310,5444.176
141900,3420.356,-2358.396,5424.523
141930,3571.222,-2187.839,5398.771
141960,3718.083,-2014.828,5366.950
141990,3860.776,-1839.559,5329.095
142020,3999.141,-1662.227,5285.248
142050,4133.022,-1483.032,5235.459
142080,4262.269,-1302.174,5179.783
142110,4386.736,-1119.855,5118.282
142140,4506.285,-936.281,5051.026
142170,4620.780,-751.658,4978.089
142200,4730.094,-566.191,4899.555
142230,4834.102,-380.089,4815.510
142260,4932.689,-193.561,4726.048
142290,5025.743,-6.815,4631.271
142320,5113.160,179.938,4531.285
142350,5194.841,366.489,4426.200
142380,5270.695,552.629,4316.137
142410,5340.635,738.149,4201.218
142440,5404.584,922.841,4081.571
142470,5462.468,1106.497,3957.333
142500,5514.223,1288.912,3828.641
142530,5559.791,1469.881,3695.641
142560,5599.119,1649.200,3558.481
142590,5632.164,1826.668,3417.317
142620,5658.887,2002.086,3272.307
142650,5679.260,2175.257,3123.614
142680,5693.258,2345.987,2971.406
142710,5700.866,2514.083,2815.852
142740,5702.075,2679.358,2657.129
142770,5696.884,2841.625,2495.415
142800,5685.298,3000.702,2330.892
142830,5667.330,3156.411,2163.745
142860,5643.000,3308.577,1994.163
142890,5612.337,3457.030,1822.335
142920,5575.373,3601.601,1648.457
142950,5532.152,3742.130,1472.723
142980,5482.721,3878.459,1295.331
143010,5427.136,4010.434,1116.481
143040,5365.461,4137.909,936.375
143070,5297.763,4260.739,755.215
143100,5224.121,4378.788,573.204
143130,5144.616,4491.924,390.549
143160,5059.338,4600.019,207.455
143190,4968.385,4702.953,24.127
143220,4871.857,4800.611,-159.229
143250,4769.865,4892.884,-342.405
143280,4662.522,4979.669,-525.196
143310,4549.951,5060.870,-707.396
143340,4432.277,5136.395,-888.801
143370,4309.634,5206.161,-1069.206
143400,4182.159,5270.091,-1248.410
143430,4049.997,5328.114,-1426.210
143460,3913.296,5380.166,-1602.407
143490,3772.210,5426.188,-1776.804
143520,3626.898,5466.132,-1949.204
143550,3477.522,5499.952,-2119.415
143580,3324.253,5527.613,-2287.246
143610,3167.261,5549.084,-2452.508
143640,3006.722,5564.342,-2615.016
143670,2842.819,5573.372,-2774.589
143700,2675.733,5576.165,-2931.049
143730,2505.654,5572.718,-3084.219
143760,2332.772,5563.037,-3233.929
143790,2157.280,5547.133,-3380.012
143820,1979.376,5525.026,-3522.304
143850,1799.259,5496.742,-3660.647
143880,1617.130,5462.314,-3794.886
143910,1433.195,5421.780,-3924.872
143940,1247.657,5375.188,-4050.460
143970,1060.726,5322.591,-4171.510
144000,872.610,5264.048,-4287.887
144030,683.519,5199.627,-4399.462
144060,493.666,5129.399,-4506.111
144090,303.261,5053.445,-4607.714
144120,112.517,4971.850,-4704.160
144150,-78.352,4884.706,-4795.341
144180,-269.134,4792.112,-4881.155
144210,-459.615,4694.171,-4961.509
144240,-649.584,4590.993,-5036.311
144270,-838.828,4482.695,-5105.480
144300,-1027.136,4369.397,-5168.939
144330,-1214.300,4251.226,-5226.618
144360,-1400.109,4128.315,-5278.452
144390,-1584.357,4000.801,-5324.384
144420,-1766.839,3868.827,-5364.364
144450,-1947.351,3732.541,-5398.347
144480,-2125.692,3592.093,-5426.295
144510,-2301.664,3447.642,-5448.178
144540,-2475.071,3299.348,-5463.971
144570,-2645.719,3147.377,-5473.657
144600,-2813.419,2991.898,-5477.225
144630,-2977.983,2833.084,-5474.671
144660,-3139.227,2671.113,-5465.998
144690,-3296.973,2506.164,-5451.216
144720,-3451.044,2338.423,-5430.341
144750,-3601.269,2168.075,-5403.396
144780,-3747.479,1995.310,-5370.411
144810,-3889.512,1820.321,-5331.423
144840,-4027.209,1643.303,-5286.474
144870,-4160.416,1464.452,-5235.614
144900,-4288.983,1283.969,-5178.900
144930,-4412.769,1102.054,-5116.395
144960,-4531.632,918.910,-5048.167
144990,-4645.442,734.741,-4974.293
145020,-4754.069,549.752,-4894.854
145050,-4857.392,364.150,-4809.939
145080,-4955.295,178.142,-4719.641
145110,-5047.668,-8.065,-4624.061
145140,-5134.407,-194.264,-4523.306
145170,-5215.414,-380.245,-4417.486
145200,-5290.598,-565.801,-4306.720
145230,-5359.873,-750.726,-4191.131
145260,-5423.162,-934.813,-4070.848
145290,-5480.392,-1117.855,-3946.004
145320,-5531.498,-1299.647,-3816.738
145350,-5576.423,-1479.988,-3683.195
145380,-5615.114,-1658.674,-3545.523
145410,-5647.528,-1835.506,-3403.876
145440,-5673.627,-2010.285,-3258.412
145470,-5693.380,-2182.816,-3109.293
145500,-5706.763,-2352.905,-2956.686
145530,-5713.762,-2520.361,-2800.762
145560,-5714.367,-2684.997,-2641.695
145590,-5708.575,-2846.628,-2479.662
145620,-5696.393,-3005.071,-2314.846
145650,-5677.833,-3160.150,-2147.430
145680,-5652.914,-3311.690,-1977.603
145710,-5621.662,-3459.521,-1805.554
145740,-5584.113,-3603.475,-1631.477
145770,-5540.308,-3743.393,-1455.566
145800,-5490.293,-3879.115,-1278.020
145830,-5434.125,-4010.489,-1099.037
145860,-5371.865,-4137.368,-918.819
145890,-5303.582,-4259.608,-737.568
145920,-5229.353,-4377.071,-555.488
145950,-5149.259,-4489.626,-372.782
145980,-5063.389,-4597.146,-189.658
146010,-4971.841,-4699.509,-6.320
146040,-4874.714,-4796.600,177.025
146070,-4772.119,-4888.310,360.171
146100,-4664.170,-4974.535,542.911
146130,-4550.986,-5055.178,725.041
146160,-4432.696,-5130.149,906.355
146190,-4309.431,-5199.362,1086.649
146220,-4181.330,-5262.740,1265.719
146250,-4048.536,-5320.211,1443.365
146280,-3911.197,-5371.711,1619.387
146310,-3769.469,-5417.182,1793.586
146340,-3623.509,-5456.572,1965.766
146370,-3473.483,-5489.837,2135.733
146400,-3319.557,-5516.940,2303.296
146430,-3161.906,-5537.850,2468.266
146460,-3000.705,-5552.545,2630.458
146490,-2836.136,-5561.007,2789.689
146520,-2668.384,-5563.227,2945.780
146550,-2497.636,-5559.203,3098.556
146580,-2324.086,-5548.940,3247.844
146610,-2147.927,-5532.448,3393.476
146640,-1969.357,-5509.748,3535.289
146670,-1788.578,-5480.865,3673.124
146700,-1605.791,-5445.831,3806.825
146730,-1421.202,-5404.686,3936.242
146760,-1235.019,-5357.477,4061.230
146790,-1047.450,-5304.257,4181.648
146820,-858.706,-5245.085,4297.362
146850,-668.998,-5180.030,4408.241
146880,-478.540,-5109.163,4514.160
146910,-287.546,-5032.565,4615.002
146940,-96.228,-4950.322,4710.652
146970,95.197,-4862.527,4801.004
147000,286.515,-4769.278,4885.955
147030,477.512,-4670.680,4965.412
147060,667.974,-4566.845,5039.285
147090,857.686,-4457.888,5107.491
147120,1046.437,-4343.933,5169.953
147150,1234.014,-4225.106,5226.602
147180,1420.208,-4101.543,5277.374
147210,1604.809,-3973.381,5322.212
147240,1787.611,-3840.764,5361.067
147270,1968.409,-3703.841,5393.894
147300,2147.001,-3562.765,5420.656
147330,2323.185,-3417.696,5441.325
147360,2496.765,-3268.795,5455.877
147390,2667.545,-3116.230,5464.295
147420,2835.336,-2960.171,5466.569
147450,2999.948,-2800.794,5462.699
147480,3161.196,-2638.277,5452.687
147510,3318.902,-2472.802,5436.545
147540,3472.886,-2304.556,5414.291
147570,3622.977,-2133.725,5385.950
147600,3769.006,-1960.503,5351.554
147630,3910.809,-1785.082,5311.141
147660,4048.228,-1607.660,5264.756
147690,4181.108,-1428.436,5212.452
147720,4309.300,-1247.610,5154.287
147750,4432.659,-1065.385,5090.326
147780,4551.049,-881.965,5020.641
147810,4664.334,-697.556,4945.309
147840,4772.389,-512.365,4864.416
147870,4875.091,-326.599,4778.052
147900,4972.325,-140.467,4686.313
147930,5063.983,45.822,4589.304
147960,5149.959,232.060,4487.132
147990,5230.159,418.038,4379.912
148020,5304.491,603.547,4267.764
148050,5372.872,788.379,4150.815
148080,5435.225,972.327,4029.196
148110,5491.479,1155.183,3903.042
148140,5541.571,1336.743,3772.497
148170,5585.445,1516.803,3637.706
148200,5623.050,1695.161,3498.822
148230,5654.345,1871.616,3356.000
148260,5679.294,2045.971,3209.400
148290,5697.868,2218.030,3059.189
148320,5710.047,2387.599,2905.534
148350,5715.817,2554.488,2748.608
148380,5715.172,2718.510,2588.589
148410,5708.111,2879.480,2425.656
148440,5694.642,3037.218,2259.992
148470,5674.782,3191.547,2091.784
148500,5648.551,3342.293,1921.222
148530,5615.980,3489.287,1748.497
148560,5577.105,3632.365,1573.803
148590,5531.971,3771.366,1397.339
148620,5480.626,3906.133,1219.301
148650,5423.131,4036.517,1039.891
148680,5359.549,4162.370,859.311
148710,5289.953,4283.552,677.763
148740,5214.419,4399.926,495.453
148770,5133.035,4511.364,312.585
148800,5045.892,4617.740,129.366
148830,4953.087,4718.935,-53.999
148860,4854.726,4814.836,-237.304
148890,4750.919,4905.337,-420.341
148920,4641.784,4990.335,-602.906
148950,4527.443,5069.738,-784.792
148980,4408.026,5143.455,-965.796
149010,4283.666,5211.406,-1145.715
149040,4154.505,5273.515,-1324.345
149070,4020.687,5329.714,-1501.487
149100,3882.364,5379.939,-1676.941
149130,3739.690,5424.137,-1850.511
149160,3592.827,5462.258,-2022.002
149190,3441.940,5494.261,-2191.222
149220,3287.198,5520.111,-2357.981
149250,3128.775,5539.780,-2522.093
149280,2966.850,5553.247,-2683.373
149310,2801.604,5560.499,-2841.641
149340,2633.223,5561.528,-2996.720
149370,2461.895,5556.334,-3148.437
149400,2287.814,5544.925,-3296.622
149430,2111.174,5527.315,-3441.109
149460,1932.173,5503.524,-3581.738
149490,1751.012,5473.580,-3718.351
149520,1567.894,5437.518,-3850.797
149550,1383.024,5395.379,-3978.926
149580,1196.608,5347.211,-4102.597
149610,1008.856,5293.071,-4221.672
149640,819.976,5233.018,-4336.019
149670,630.181,5167.121,-4445.509
149700,439.683,5095.455,-4550.022
149730,248.693,5018.101,-4649.442
149760,57.427,4935.146,-4743.657
149790,-133.905,4846.683,-4832.563
149820,-325.086,4752.812,-4916.062
149850,-515.905,4653.639,-4994.060
149880,-706.149,4549.275,-5066.472
149910,-895.605,4439.836,-5133.217
149940,-1084.062,4325.446,-5194.221
149970,-1271.310,4206.233,-5249.417
150000,-1457.141,4082.330,-5298.743
150030,-1641.347,3953.875,-5342.144
150060,-1823.723,3821.013,-5379.573
150090,-2004.066,3683.891,-5410.989
150120,-2182.176,3542.663,-5436.356
150150,-2357.853,3397.486,-5455.646
150180,-2530.902,3248.522,-5468.838
150210,-2701.131,3095.938,-5475.918
150240,-2868.349,2939.903,-5476.877
150270,-3032.370,2780.592,-5471.715
150300,-3193.011,2618.181,-5460.438
150330,-3350.094,2452.853,-5443.057
150360,-3503.442,2284.790,-5419.592
150390,-3652.886,2114.181,-5390.068
150420,-3798.257,1941.215,-5354.520
150450,-3939.395,1766.085,-5312.986
150480,-4076.140,1588.986,-5265.511
150510,-4208.341,1410.116,-5212.149
150540,-4335.849,1229.673,-5152.959
150570,-4458.522,1047.859,-5088.006
150600,-4576.222,864.876,-5017.363
150630,-4688.818,680.929,-4941.107
150660,-4796.183,496.221,-4859.323
150690,-4898.196,310.960,-4772.102
150720,-4994.744,125.353,-4679.540
150750,-5085.717,-60.395,-4581.741
150780,-5171.013,-246.075,-4478.813
150810,-5250.536,-431.481,-4370.871
150840,-5324.196,-616.405,-4258.034
150870,-5391.910,-800.640,-4140.428
150900,-5453.601,-983.981,-4018.184
150930,-5509.198,-1166.223,-3891.438
150960,-5558.640,-1347.161,-3760.332
150990,-5601.868,-1526.594,-3625.010
151020,-5638.835,-1704.320,-3485.625
151050,-5669.496,-1880.141,-3342.332
151080,-5693.817,-2053.859,-3195.290
151110,-5711.770,-2225.279,-3044.664
151140,-5723.333,-2394.210,-2890.622
151170,-5728.491,-2560.462,-2733.336
151200,-5727.238,-2723.849,-2572.983
151230,-5719.574,-2884.186,-2409.742
151260,-5705.506,-3041.295,-2243.795
151290,-5685.050,-3194.997,-2075.328
151320,-5658.226,-3345.121,-1904.530
151350,-5625.064,-3491.499,-1731.593
151380,-5585.600,-3633.964,-1556.711
151410,-5539.876,-3772.357,-1380.079
151440,-5487.944,-3906.523,-1201.896
151470,-5429.861,-4036.309,-1022.362
151500,-5365.690,-4161.571,-841.678
151530,-5295.503,-4282.166,-660.049
151560,-5219.378,-4397.960,-477.676
151590,-5137.400,-4508.822,-294.767
151620,-5049.659,-4614.626,-111.527
151650,-4956.253,-4715.254,71.840
151680,-4857.288,-4810.592,255.125
151710,-4752.873,-4900.533,438.123
151740,-4643.125,-4984.975,620.629
151770,-4528.166,-5063.823,802.435
151800,-4408.127,-5136.989,983.339
151830,-4283.139,-5204.389,1163.137
151860,-4153.345,-5265.949,1341.625
151890,-4018.890,-5321.598,1518.603
151920,-3879.923,-5371.274,1693.871
151950,-3736.601,-5414.922,1867.234
151980,-3589.086,-5452.491,2038.494
152010,-3437.541,-5483.940,2207.460
152040,-3282.138,-5509.233,2373.940
152070,-3123.051,-5528.343,2537.749
152100,-2960.459,-5541.247,2698.701
152130,-2794.543,-5547.931,2856.616
152160,-2625.491,-5548.388,3011.315
152190,-2453.492,-5542.618,3162.624
152220,-2278.739,-5530.627,3310.374
152250,-2101.429,-5512.429,3454.399
152280,-1921.760,-5488.044,3594.535
152310,-1739.935,-5457.501,3730.626
152340,-1556.157,-5420.834,3862.520
152370,-1370.634,-5378.084,3990.066
152400,-1183.572,-5329.299,4113.123
152430,-995.182,-5274.535,4231.552
152460,-805.676,-5213.853,4345.220
152490,-615.266,-5147.323,4454.000
152520,-424.166,-5075.018,4557.769
152550,-232.590,-4997.020,4656.411
152580,-40.753,-4913.417,4749.816
152610,151.129,-4824.303,4837.877
152640,342.842,-4729.779,4920.498
152670,534.171,-4629.951,4997.585
152700,724.900,-4524.930,5069.052
152730,914.817,-4414.835,5134.818
152760,1103.708,-4299.790,5194.810
152790,1291.361,-4179.923,5248.961
152820,1477.566,-4055.370,5297.210
152850,1662.115,-3926.271,5339.503
152880,1844.800,-3792.769,5375.793
152910,2025.417,-3655.015,5406.039
152940,2203.763,-3513.163,5430.207
152970,2379.639,-3367.373,5448.271
153000,2552.847,-3217.808,5460.209
153030,2723.193,-3064.636,5466.009
153060,2890.486,-2908.028,5465.663
153090,3054.539,-2748.161,5459.174
153120,3215.168,-2585.212,5446.547
153150,3372.192,-2419.365,5427.796
153180,3525.436,-2250.806,5402.944
153210,3674.727,-2079.723,5372.017
153240,3819.899,-1906.309,5335.051
153270,3960.787,-1730.758,5292.086
153300,4097.235,-1553.266,5243.171
153330,4229.090,-1374.032,5188.360
153360,4356.202,-1193.258,5127.716
153390,4478.429,-1011.146,5061.305
153420,4595.634,-827.899,4989.203
153450,4707.686,-643.725,4911.489
153480,4814.458,-458.828,4828.252
153510,4915.830,-273.417,4739.584
153540,5011.688,-87.699,4645.585
153570,5101.925,98.117,4546.361
153600,5186.439,283.824,4442.022
153630,5265.134,469.212,4332.686
153660,5337.923,654.073,4218.475
153690,5404.723,838.201,4099.519
153720,5465.458,1021.388,3975.949
153750,5520.061,1203.429,3847.905
153780,5568.470,1384.119,3715.532
153810,5610.630,1563.257,3578.977
153840,5646.493,1740.640,3438.394
153870,5676.019,1916.069,3293.941
153900,5699.174,2089.348,3145.781
153930,5715.933,2260.282,2994.080
153960,5726.277,2428.679,2839.009
153990,5730.192,2594.350,2680.743
154020,5727.676,2757.109,2519.459
154050,5718.731,2916.773,2355.338
154080,5703.366,3073.163,2188.567
154110,5681.599,3226.103,2019.331
154140,5653.454,3375.422,1847.823
154170,5618.963,3520.952,1674.235
154200,5578.166,3662.529,1498.762
154230,5531.107,3799.996,1321.602
154260,5477.840,3933.198,1142.954
154290,5418.424,4061.985,963.020
154320,5352.928,4186.213,782.002
154350,5281.425,4305.744,600.104
154380,5203.994,4420.442,417.531
154410,5120.725,4530.181,234.488
154440,5031.710,4634.836,51.181
154470,4937.050,4734.292,-132.184
154500,4836.852,4828.437,-315.400
154530,4731.228,4917.166,-498.261
154560,4620.299,5000.381,-680.562
154590,4504.188,5077.988,-862.097
154620,4383.027,5149.902,-1042.663
154650,4256.952,5216.042,-1222.057
154680,4126.106,5276.335,-1400.077
154710,3990.635,5330.714,-1576.523
154740,3850.692,5379.121,-1751.198
154770,3706.435,5421.500,-1923.906
154800,3558.026,5457.806,-2094.452
154830,3405.633,5488.000,-2262.646
154860,3249.425,5512.048,-2428.298
154890,3089.579,5529.924,-2591.225
154920,2926.275,5541.611,-2751.243
154950,2759.695,5547.095,-2908.172
154980,2590.028,5546.372,-3061.839
155010,2417.463,5539.444,-3212.070
155040,2242.194,5526.320,-3358.698
155070,2064.418,5507.015,-3501.560
155100,1884.333,5481.554,-3640.495
155130,1702.142,5449.964,-3775.349
155160,1518.048,5412.283,-3905.972
155190,1332.258,5368.554,-4032.217
155220,1144.979,5318.827,-4153.945
155250,956.422,5263.159,-4271.019
155280,766.796,5201.612,-4383.310
155310,576.314,5134.257,-4490.693
155340,385.189,5061.170,-4593.047
155370,193.633,4982.433,-4690.260
155400,1.862,4898.136,-4782.223
155430,-189.912,4808.372,-4868.835
155460,-381.474,4713.244,-4949.999
